"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
679.916021726394,-1.13840552519298,0.21196257864504,-5.37078541160512,7.83944511856475e-08,3.17443727892003e-07
104.667016260484,-1.52610933873315,0.291066624194995,-5.24316157152652,1.57848198511932e-07,6.17402394950329e-07
2082.88894707169,-2.00677457409249,0.152090120871022,-13.1946411943107,9.42023304833713e-40,3.297081566918e-38
860.597260149923,-1.12863196382069,0.149029750423259,-7.57319904660157,3.64143703870253e-14,2.64950436866169e-13
4383.88403087397,1.79236946077445,0.15294258364598,11.7192309561298,1.01590017896246e-31,2.19391208861043e-30
4315.85070433017,-1.13093609830499,0.153424250186623,-7.37129949750017,1.68972753256397e-13,1.15363684678415e-12
238.035012293096,5.89856050102395,0.375156893803731,15.7229164609457,1.05360057797195e-55,7.20946912342607e-54
5712.54370757104,-1.04021519926126,0.110159076127391,-9.44284607160587,3.62788794039407e-21,4.28175146453486e-20
94.7205490156598,-3.72715570996105,0.41325129640888,-9.01910228074232,1.89636883498553e-19,2.01200108102123e-18
501.208092853925,-3.54251288759595,0.242174982448895,-14.6279060362625,1.86437240805388e-48,1.03218436045892e-46
677.033645649988,3.74641165898733,0.258006071559002,14.5206337058257,8.96773445889501e-48,4.74900024823223e-46
210.403091080611,-1.29538948252141,0.207187537831086,-6.2522557875923,4.04566066320947e-10,2.07916231552284e-09
970.814112221325,1.06229406150293,0.123334143982909,8.61313848053405,7.10871393414659e-18,6.69120059643783e-17
1562.62414910881,-1.05409570075285,0.102192235323588,-10.314831625075,6.03870625018327e-25,8.94786400574601e-24
550.810088991978,1.47949469391044,0.187867415885931,7.87520649567435,3.40180547966059e-15,2.66285287546697e-14
1466.57837746175,1.43439201163618,0.147156396545646,9.74739831435908,1.89256276549179e-22,2.43672457544292e-21
246.977756106146,1.22943744832628,0.214532636459016,5.73077117131849,9.99750614112004e-09,4.53687126672288e-08
82.8468727888869,-1.42662638091525,0.29597333170093,-4.82011799075465,1.43473339900366e-06,5.0564388888497e-06
395.849200208353,-1.21682229027303,0.302790413917373,-4.01869489370652,5.85213920064809e-05,0.000165765245264869
175.190037027841,1.70626272719726,0.234187692668546,7.2858770149471,3.1958441825256e-13,2.14583143016328e-12
907.716966066934,2.20724668399736,0.18660640552716,11.8283543255759,2.78549337996413e-32,6.21379292453536e-31
1075.44491939257,-1.18202030219336,0.124736515141627,-9.476136966399,2.63871217705734e-21,3.14476656717792e-20
1207.22924499643,1.12100322855274,0.176149117733081,6.36394461113,1.96637075192659e-10,1.04495618492434e-09
1750.91594404427,1.35210098771981,0.201721984415593,6.70279440110099,2.04471064665414e-11,1.17998045288186e-10
221.481684617562,-1.58687110482221,0.189278039741616,-8.38380990731126,5.12415218166488e-17,4.50955011363282e-16
1600.38166750217,1.25708862481546,0.150869690122385,8.33228081661544,7.92995791809538e-17,6.89906338874298e-16
1780.20320573399,-2.37623216568525,0.208787541099019,-11.381101349138,5.19396121849271e-30,1.01708115178844e-28
577.416742925447,1.35266054806949,0.176269313956029,7.67382885717088,1.66936781990069e-14,1.2458884832347e-13
559.654496513973,1.58588323848853,0.205002853453837,7.73590811917965,1.02667591589478e-14,7.74777735786766e-14
820.9406342108,1.76262560238591,0.210039035724327,8.3918953270159,4.78366728091474e-17,4.21599619982211e-16
124.707690588097,-1.63133763624668,0.257471204915523,-6.33600031810132,2.35806300392146e-10,1.24441973083897e-09
616.862481627507,-1.1371727632701,0.211345975274977,-5.38062180645056,7.42289929396679e-08,3.0157075850739e-07
664.85997168277,-1.16512217118843,0.238675592082208,-4.88161424896404,1.05220933075988e-06,3.76053686873691e-06
3755.92864292577,-2.09688502610778,0.164054101524936,-12.7816677950539,2.07570168107024e-37,6.19658001848911e-36
401.420005524475,1.01371930268246,0.136163984571522,7.44484164349638,9.70607751265945e-14,6.76626032981818e-13
433.207463449402,-1.00950680562393,0.181079894793418,-5.57492485168279,2.47636741322676e-08,1.07262286959822e-07
175.242817843721,4.19690718574976,0.246424030877854,17.0312415181215,4.81712929861269e-65,4.5132796043925e-63
1439.55822290112,2.64264295745876,0.477022734144027,5.53986795241686,3.02699803358607e-08,1.29819845243234e-07
1933.40071660978,1.24492399834409,0.153441015970791,8.11337171138824,4.9234170034498e-16,4.07385999334365e-15
893.894724132678,-1.40428108564623,0.139415436998544,-10.0726369753508,7.29942845663101e-24,1.01724300459686e-22
318.209071719361,1.40175153946791,0.269453995993014,5.2021924347496,1.96951133408542e-07,7.65432292570529e-07
314.79076497216,-1.41190087885761,0.219438045533802,-6.43416630613456,1.24152867271146e-10,6.71483980178757e-10
1367.98203906181,-1.33217070436205,0.123268304544978,-10.8070822364233,3.18644241343049e-27,5.30203122890483e-26
952.295876719175,1.09727104253652,0.186584857081329,5.88081508703701,4.08251050275722e-09,1.91397143662752e-08
1721.48674663001,-3.62044823737696,0.127224023107409,-28.4572689099793,3.9615826643359e-178,3.44657691797223e-175
1337.17357412811,4.2481154075849,0.405711099617822,10.4707892182063,1.17657933278857e-25,1.82324888974106e-24
145.446761046752,-2.85527245729868,1.09174756065349,-2.61532295578438,0.00891431223876151,0.0168759733494052
291.649156485607,1.07825976488129,0.214179405695017,5.03437649097172,4.79406649104205e-07,1.78677263956218e-06
2317.43171774812,4.12315562653308,0.374878803405901,10.9986363301227,3.87954212214833e-28,6.92856642929129e-27
8781.94312931396,-1.36422453106757,0.37701409281633,-3.61849744362786,0.000296318426150864,0.000752535118956948
4.13705681935371,-5.30849970312367,1.59822193731655,-3.32150346530517,0.000895338705810347,0.00207797740792112
383.468683829937,1.30183466041003,0.260867844534951,4.99039911465826,6.02546640181878e-07,2.2225978429483e-06
265.859184225072,2.16150530929518,0.207890394581791,10.3973313131828,2.54974162601198e-25,3.88198162560324e-24
947.620135955943,-1.1048612756091,0.169559671576068,-6.51606166336218,7.21773136200023e-11,3.98152028936426e-10
1297.17846958629,-1.80851650043852,0.191919764926284,-9.42329468324,4.3715111312794e-21,5.1295766453741e-20
527.596286991122,1.92141688616226,0.197910565348845,9.7085109265162,2.77359349744625e-22,3.54112880491566e-21
1639.43089961953,1.15971743586394,0.120763677587585,9.60319741027132,7.750212050373e-22,9.53510937106496e-21
15.2290158999239,2.28722095735076,0.807780522043,2.83148812695562,0.00463319536852434,0.00935859362995463
586.113446872966,2.26189742725093,0.183826421881616,12.304528392048,8.56351537577207e-35,2.17299202660216e-33
156.901458211588,1.17123294237162,0.212259331619164,5.51793380972783,3.43008567797793e-08,1.45671002642159e-07
1573.75255863092,-1.39190780841714,0.172563838661407,-8.06604569772146,7.26116405150198e-16,5.93563611726806e-15
342.886372557526,11.7621440462642,1.21860912496165,9.6521056714017,4.81565778263565e-22,6.0845136714214e-21
1510.94670379881,1.37918464235122,0.223780120119371,6.16312405952557,7.1323583975216e-10,3.58212309754001e-09
16.024158273496,-2.44229320043031,0.655123167657848,-3.72799088934961,0.000193012353841446,0.000502541784905689
53.4954548566387,-1.90218571467812,0.331336232931305,-5.74095292220124,9.4145263329457e-09,4.28829209929987e-08
67.4991026280257,1.47455960101331,0.416018465895748,3.54445708999568,0.000393422538082232,0.000974356753526145
