"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1_02990C",383.269660481185,-1.53869883221866,0.272148894154505,-5.65388603543292,1.56860237569079e-08,1.20160861232163e-07
"C1_03280W",1294.0307520686,1.21389756811063,0.129282414583632,9.38950260188217,6.02842650730058e-21,1.57567027594251e-19
"C1_03380W",4555.07973915435,-1.1300050609584,0.115357065146949,-9.79571610563186,1.17462106113279e-22,3.52386318339838e-21
"C1_03390W",1740.59051731384,-2.90867740988257,0.221214478649137,-13.1486755642969,1.73181317000772e-39,1.48545664864042e-37
"C1_03510C",2842.36352019512,-1.0416784600404,0.162725519498945,-6.40144498077424,1.53913277538468e-10,1.46917219468538e-09
"C1_03650C",858.661808894086,1.04642340042343,0.169462359454523,6.17496064489913,6.61799536087179e-10,5.89233797481128e-09
"C1_03750W",411.867497633876,-2.27728381888883,0.252316517979035,-9.02550430359875,1.78869588626838e-19,4.17362373462623e-18
"C1_03760C",1231.55291615388,-1.21145149386163,0.144635869667518,-8.37587174361694,5.48165842128843e-17,1.02089601790968e-15
"C1_03810C",99.7868751513282,-1.27162934333113,0.261743908937881,-4.8582958376805,1.18400410560273e-06,7.06154147065375e-06
"C1_03940W",3268.63467500377,1.86066410746481,0.114506836258518,16.2493713760815,2.25666437457688e-59,4.04208412975682e-57
"C1_04140W",177.906055444713,-5.32192282970832,0.401273697266683,-13.2625758078816,3.81561196307238e-40,3.31958240787297e-38
"C1_04320W",1067.65110208928,-1.73334974592471,0.17406017634819,-9.95833614724898,2.31911331256606e-23,7.28010313068417e-22
"C1_04370C",824.29458906619,1.19877531870524,0.142436223698403,8.4162250836104,3.88809934124141e-17,7.42273510600632e-16
"C1_04450C",429.71127118181,-4.14170286888601,0.433639842431898,-9.55102014072071,1.28425378404569e-21,3.55504797492648e-20
"C1_04460C",582.287850981959,-1.06998474248819,0.209054810944246,-5.11820195696695,3.08462206007972e-07,2.00056957890154e-06
"C1_04470C",35.7972676914914,-4.07432177043704,0.697353231338618,-5.84255093020233,5.14074622285053e-09,4.1576553117078e-08
"C1_04600C",1369.90318023054,1.48487754680745,0.0953938818004273,15.5657524233468,1.24398604402943e-54,1.80377976384267e-52
"C1_04610W",15614.8123025932,1.21462045886147,0.139193800508215,8.72611031832405,2.63581573686404e-18,5.69224036790852e-17
"C1_04650W",543.504435249792,-4.25266445167334,0.682232583826854,-6.23345256806532,4.5626554956207e-10,4.15344872471301e-09
"C1_04660W",1306.65659712833,-3.1805550210265,0.368775909030735,-8.6246279736278,6.43013397932723e-18,1.35500055135304e-16
"C1_04750W",224.767058348458,-1.21970064242762,0.23403360657844,-5.21164742217829,1.87171018155483e-07,1.24033895600315e-06
"C1_04770C",1002.22518530366,-1.18261659705643,0.241848302357474,-4.88991068173144,1.00881742165227e-06,6.08889801572084e-06
"C1_04880C",511.565523712633,1.32423951039086,0.189443335016601,6.99016151861353,2.74569956756012e-12,3.17895634342987e-11
"C1_04900W",385.009532991095,-1.42170627977849,0.181801529041418,-7.82010078394117,5.27810617794082e-15,8.30585700869756e-14
"C1_04970W",2173.66814847846,1.34827327362679,0.146825478524305,9.18282907828966,4.19911527820482e-20,1.03532842284483e-18
"C1_05030C",215.116824446584,-1.22525709015991,0.257483632077096,-4.75858243988511,1.94957266239846e-06,1.12646086470651e-05
"C1_05070C",370.745457617628,1.07209628570855,0.166441055759678,6.44129707550363,1.18456750675774e-10,1.16355098647655e-09
"C1_05110C",4999.27004059792,-1.10194261786779,0.14221277492322,-7.74854873946959,9.29486941732291e-15,1.42225514450996e-13
"C1_05120W",507.201658005677,-1.09237182024252,0.173304920818108,-6.30317832341883,2.91603061005205e-10,2.73209637157184e-09
"C1_05180C",552.725853014127,1.32172307825052,0.171337141611131,7.71416556750036,1.21776305646813e-14,1.83115481824467e-13
"C1_05210C",1000.90043910564,1.07512395188523,0.14796505767049,7.26606652145851,3.70106379780121e-13,4.71537207711493e-12
"C1_05440C",238.176750485679,-1.45601582170654,0.192267943432624,-7.57284753616127,3.65130746937944e-14,5.26930390723241e-13
"C1_05510C",363.911673319641,-1.06546181801814,0.237718971606303,-4.48202266238432,7.39388895415571e-06,3.88849600438759e-05
"C1_05540C",928.711960283862,-1.93779125718185,0.158622764516494,-12.2163503018532,2.54244767721618e-34,1.48879868790832e-32
"C1_05700W",839.662518529852,-1.35718177540973,0.235256827048698,-5.76893683569402,7.97731951615799e-09,6.30933452641587e-08
"C1_05760C",49.6948870648731,3.1406589553622,0.455080084832005,6.90133244684083,5.15170107472134e-12,5.83157240614368e-11
"C1_05830W",50.4080953189202,2.66414165153762,0.515690122073629,5.16616769936353,2.38942424594948e-07,1.56805966140435e-06
"C1_05890W",596.870590959594,7.53795799689051,0.474117974685892,15.8989078654622,6.44790435730497e-57,1.09077048711076e-54
"C1_05950C",1213.74918723527,1.0490639572763,0.187441262922469,5.59676103820437,2.18393395202882e-08,1.64605912968509e-07
"C1_06050C",1012.63204675681,1.0876343628752,0.173691553312075,6.26187250983374,3.80381876847667e-10,3.52591420091673e-09
"C1_06070W",690.206779470959,1.25685939167525,0.179897470629168,6.98653175767034,2.81764647474484e-12,3.25606585032184e-11
"C1_06230C",1132.04555818233,2.04710341602672,0.259390565385921,7.89197329895571,2.97445377956376e-15,4.83051293801154e-14
"C1_06280C",20.0826366647356,1.34040576777898,0.562643860306476,2.38233430122006,0.0172032721588211,0.0414758224256612
"C1_06340W",44.7313642292767,2.73851445393758,0.471482245680268,5.80830875187331,6.31070606353786e-09,5.04359579093774e-08
"C1_06350W",403.765056091663,1.15788178123174,0.225686492043873,5.13048774317715,2.88992377966185e-07,1.87629379724314e-06
"C1_06610C",4511.11686580342,-1.23474707846708,0.437783039732432,-2.82045434930906,0.00479556962692216,0.0136408309331882
"C1_06750W",149.153310086302,-1.03894226909038,0.235394512992837,-4.41362143866962,1.01655652610312e-05,5.18494911555109e-05
"C1_06810W",5467.94579455032,1.65439940110349,0.235278915547681,7.03165176213257,2.04102699008275e-12,2.39496230628207e-11
"C1_06860W",31.1570135953898,6.5181270063583,1.27726061365421,5.10320833248754,3.33943026275366e-07,2.15207728044125e-06
"C1_06870C",155.590959135511,-4.83304892304304,0.499006560589493,-9.68534144587917,3.48043597716338e-22,1.02892500489927e-20
"C1_07000W",595.121296001595,1.18783614446534,0.192468095249468,6.17160024847608,6.76022461919532e-10,6.01018509940139e-09
"C1_07030C",163.330304661395,-1.80548714285814,0.303619790255695,-5.94653972106905,2.73870100183595e-09,2.27540096878321e-08
"C1_07120W",5412.16030765516,1.32843254306096,0.125628945383291,10.5742553120059,3.92281443981507e-26,1.44787514778629e-24
"C1_07160C",4838.22074515491,3.77219111513137,0.237894222032001,15.8565898865082,1.2658310017091e-56,2.08348940551578e-54
"C1_07170C",400.115176146098,1.98449749807493,0.261719768915387,7.58252808451971,3.38885696217278e-14,4.91384259515053e-13
"C1_07230W",1515.54432471654,-1.0846988280673,0.166592288544947,-6.51109866813939,7.46031179371113e-11,7.50963616920674e-10
"C1_07330W",39.288117909963,-1.69716880010809,0.478729965798754,-3.54514845812166,0.000392392013526562,0.00148058696553703
"C1_07420C",455.998423801735,1.01722594248646,0.153658382192062,6.62004849963211,3.59081037497992e-11,3.7317466183665e-10
"C1_07530W",150.855874245998,-1.00533630578976,0.283307035821643,-3.54857514524515,0.000387321463931343,0.00146508553747943
"C1_07580C",87.7606963902551,4.37654835398427,0.618184892933048,7.07967535929136,1.4449255207678e-12,1.72203452475066e-11
"C1_07640C",123.729250766532,1.34625491108887,0.347435987803455,3.87482862555518,0.000106699762998749,0.000458899404422584
"C1_07670W",31.186987738181,1.14249458909199,0.460194809222954,2.48263249866096,0.0130415556460654,0.0328330193817852
"C1_07710C",2235.01635373734,1.23529639010432,0.141269130785291,8.74427685112467,2.24448497170212e-18,4.86438202052167e-17
"C1_07890C",4493.34109718682,1.06139364924445,0.152678362892816,6.95182754867216,3.60584035121567e-12,4.13551181523605e-11
"C1_07910C",1023.91705546366,1.22780226546551,0.163805309792598,7.49549734999489,6.60474395360285e-14,9.24664153504399e-13
"C1_07990C",284.194689579395,-1.0468604399901,0.21574751546449,-4.85224795166832,1.22069871326397e-06,7.25981949587655e-06
"C1_08050W",1593.02223790457,1.21758489889367,0.11858770766593,10.2673786588715,9.88542153251086e-25,3.38214702994332e-23
"C1_08070W",2924.83953903212,-2.61939307579416,0.220453490753979,-11.8818398694233,1.47093626762345e-32,8.14363806347891e-31
"C1_08080C",1695.55017462395,1.36244467371512,0.129260800716995,10.5402772237043,5.63325950684778e-26,2.06665966245199e-24
"C1_08170C",826.212961992802,-1.14719751596163,0.296336278933681,-3.87126922187738,0.000108270131583078,0.000465324701016897
"C1_08190C",594.942466955758,-1.31187564800175,0.399618234857265,-3.28282228780257,0.00102773432368787,0.00350050449175566
"C1_08240C",265.539491502009,-1.48074335762931,0.313703780769077,-4.72019608434145,2.35617401136515e-06,1.34229183622206e-05
"C1_08330C",4812.20662545737,1.31646543207635,0.229725029806458,5.73061382638829,1.00067850260676e-08,7.83307465408116e-08
"C1_08340C",365.240643784082,-1.02911303039465,0.166244943973838,-6.19034182811959,6.00338824249661e-10,5.376563881883e-09
"C1_08370W",3413.55368186207,1.25399798288451,0.224732269378417,5.5799640450075,2.40568307849694e-08,1.79541788578999e-07
"C1_08400C",2486.05309736977,2.88140879133422,0.217039981026341,13.2759355106308,3.1925885915736e-40,2.81780645256279e-38
"C1_08410C",1571.30412050536,-1.00305697056313,0.257605532729858,-3.89377106902047,9.8697799300117e-05,0.000427503270083721
"C1_08460C",1839.46690354705,-1.17376721067688,0.244374226558344,-4.80315468291269,1.56185133843161e-06,9.19891165478576e-06
"C1_08500C",85703.5044112142,-1.13679964747511,0.216679489430587,-5.24645710797321,1.55051924959631e-07,1.03994077423365e-06
"C1_08520C",561.263667318225,1.0474560386462,0.180347607434927,5.80798411214933,6.32295149452856e-09,5.04675944976133e-08
"C1_08570C",148.223143213662,-1.92593947690652,0.391884735753134,-4.91455599362705,8.89838915417332e-07,5.39752887937405e-06
"C1_08790W",849.896722574326,-3.17134633952653,0.220672959833095,-14.3712502969334,7.84029276235814e-47,8.52631837906448e-45
"C1_08800W",535.549070132911,-1.01412994292761,0.165004047397308,-6.14609131669187,7.94155748181947e-10,6.99914400351383e-09
"C1_08840W",59.6539242206596,-1.2551513257939,0.368355152620089,-3.40744880821153,0.000655732075210507,0.00234906372825411
"C1_08920W",751.6710749163,1.16505924618581,0.166396965194415,7.00168566671024,2.5290098938772e-12,2.93925004841835e-11
"C1_08930C",578.682783117604,1.56272977692042,0.163686723139391,9.54707716636031,1.33406918930777e-21,3.67623591080738e-20
"C1_09020W",1324.46959234269,1.55812326659519,0.130726941252159,11.9189147368615,9.4329264105713e-33,5.27032310462195e-31
"C1_09030C",3924.01281378236,1.12694167257616,0.101418186700588,11.1118302272863,1.09883909768732e-28,4.81433820497538e-27
"C1_09080C",1517.31676399243,-1.6475930789581,0.209479773877731,-7.86516544513631,3.68609955314051e-15,5.90745954700676e-14
"C1_09100W",141.319564021552,1.57426870912646,0.305684485908806,5.14997908528503,2.60515507833388e-07,1.69502077212108e-06
"C1_09110W",269.567493561042,1.19312237169418,0.239799878239766,4.97549198294931,6.50821281807497e-07,4.0197785052816e-06
"C1_09120W",395.604264548713,2.44385692478587,0.193096051362169,12.6561724465416,1.03419980998499e-36,7.68082541805928e-35
"C1_09150W",132.906086168519,-3.27296215943811,0.577804031281494,-5.66448481188182,1.47466922716739e-08,1.13107501176945e-07
"C1_09240C",233.104450725456,3.55430043818397,0.257335841080401,13.8119137360018,2.16015639880186e-43,2.12183104333925e-41
"C1_09250W",1602.32610426246,-1.40282175919321,0.259783345996503,-5.39996801493231,6.6652779565869e-08,4.7254415315034e-07
"C1_09300C",55.0387283024135,-2.1537098435455,0.496612319251695,-4.33680309580469,1.44570024694156e-05,7.13477674544091e-05
"C1_09340C",484.591872418516,-1.10835919945912,0.235635216254456,-4.70370777796741,2.5547884179541e-06,1.44731734561307e-05
"C1_09400C",84.187243079827,-3.06425629805296,0.362837558531413,-8.44525663345202,3.03378232292413e-17,5.9217097264769e-16
"C1_09910C",467.174233276174,1.15991528415319,0.140772116984738,8.23966641262448,1.72691461951544e-16,3.11151184403817e-15
"C1_10060C",72.760347603609,-3.31613024852397,0.364768497529621,-9.09105438375937,9.80831949580987e-20,2.32422823850125e-18
"C1_10140C",626.616980252756,1.08957943227765,0.146360034975953,7.44451470277847,9.73014368520176e-14,1.32565044838655e-12
"C1_10360C",1389.27194862297,-2.04864217132105,0.241161713017388,-8.49488978034148,1.98120831310563e-17,3.94299301529846e-16
"C1_10420C",361.530176466132,-1.37797319031444,0.204775418546308,-6.72919240061433,1.70607340493922e-11,1.8389357585982e-10
"C1_10450W",1344.88832544886,-1.74839238539051,0.16970521137431,-10.3025261936958,6.86348103896057e-25,2.37492042768579e-23
"C1_10470W",1254.62642861961,1.0569095104657,0.172014115343216,6.14431849593776,8.03075601950474e-10,7.06752950271443e-09
"C1_10610W",708.948352971975,-1.1166235901622,0.434551976423086,-2.56959731112818,0.0101816791520385,0.0264307016350871
"C1_10710C",61.7695790439595,-1.11888410672099,0.260842307217647,-4.28950394840434,1.79072629992939e-05,8.73140365618095e-05
"C1_10810W",26.5109445180672,1.34551415538015,0.573199699955405,2.34737414462155,0.0189062591794023,0.0448343817582126
"C1_11040W",1757.88834238188,1.08173574335684,0.179687051660804,6.0201095925311,1.74299018379056e-09,1.48044772932839e-08
"C1_11080W",1633.31592520579,-3.12699085312426,0.28112158726024,-11.1232683466231,9.66646492671229e-29,4.29699061340714e-27
"C1_11220C",2276.41658349984,1.06806400564065,0.160801649655729,6.64212094793395,3.09201066031201e-11,3.24661119332761e-10
"C1_11270W",3444.17058045823,-2.19065140815591,0.194128877253918,-11.2845210828195,1.56491558872581e-29,7.27506559949631e-28
"C1_11320C",2072.04336180505,1.95036733415694,0.435045799633069,4.48313105379237,7.35557238871685e-06,3.8716884915545e-05
"C1_11340W",32.8902008057266,-1.48106322351428,0.402699068923319,-3.67784119162268,0.000235216326165989,0.0009374786821668
"C1_11510C",242.639531974121,-1.12522665910955,0.259112582587044,-4.34261681881678,1.40795577111421e-05,6.9710980862484e-05
