baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
911.9621059,-1.001753966,0.212036973,-4.724430608,2.31E-06,2.09E-05
223.0825215,-1.407061143,0.207994523,-6.764895149,1.33E-11,3.84E-10
53.59251757,1.10696656,0.435331908,2.542810532,0.010996484,0.031874625
416.8854796,1.939303853,0.238046236,8.146752842,3.74E-16,2.94E-14
1072.733571,3.405467005,0.466906406,7.29368234,3.02E-13,1.29E-11
1417.207603,1.048335577,0.134323756,7.804543351,5.97E-15,3.64E-13
218.1849728,-1.007097463,0.305814098,-3.293168851,0.00099065,0.004098544
121.3454242,3.520609499,0.394198831,8.931050078,4.22E-19,5.84E-17
442.1937307,-1.154572384,0.253713476,-4.550693966,5.35E-06,4.36E-05
1185.4897,-1.57976523,0.268606462,-5.881337394,4.07E-09,6.73E-08
307.1466391,1.133132179,0.242817355,4.666602926,3.06E-06,2.67E-05
516.8164571,1.54806142,0.220096943,7.033543478,2.01E-12,6.93E-11
113.9127874,1.186000363,0.291497624,4.068645036,4.73E-05,0.000298734
34.32418149,-1.16485596,0.474566542,-2.454568236,0.014105389,0.039081811
14.46772589,-4.452052331,0.935936863,-4.75678703,1.97E-06,1.81E-05
417.4445537,1.163714349,0.260252442,4.471482913,7.77E-06,6.09E-05
522.7310494,-1.163552326,0.156390068,-7.440065347,1.01E-13,4.90E-12
23.37723917,-1.303932183,0.542746718,-2.402469034,0.016284813,0.043979828
8.090737951,5.844311307,1.513319029,3.861916221,0.000112501,0.000629717
229.5122504,-1.259487223,0.19500181,-6.458848883,1.06E-10,2.52E-09
1099.710958,-2.143211344,0.235345371,-9.106664546,8.50E-20,1.48E-17
1816.801867,-1.000030541,0.170593672,-5.862061158,4.57E-09,7.50E-08
853.0437186,2.670003817,0.217628746,12.26861737,1.34E-34,9.03E-32
722.746916,1.206528817,0.176328133,6.842520241,7.78E-12,2.38E-10
1714.217799,2.465134366,0.185565228,13.28446278,2.85E-40,2.48E-37
39.86117668,-1.326301596,0.416288296,-3.186017021,0.001442461,0.0056895
1114.609221,-1.396346741,0.226383411,-6.168061233,6.91E-10,1.38E-08
808.2269204,1.004911629,0.156864645,6.406234041,1.49E-10,3.45E-09
315.3733548,1.30437518,0.250416754,5.208817531,1.90E-07,2.21E-06
2103.547738,1.021571566,0.166875951,6.1217423,9.26E-10,1.81E-08
4235.949519,1.149399183,0.144439285,7.95766321,1.75E-15,1.21E-13
2592.342594,2.089361904,0.727190576,2.87319717,0.004063404,0.013769397
92.67799371,1.30681195,0.278075018,4.699494258,2.61E-06,2.32E-05
125.7980832,1.05163661,0.264803404,3.971386295,7.15E-05,0.00042747
256.7402134,1.133996342,0.23120754,4.904668511,9.36E-07,9.22E-06
6480.653151,1.046662462,0.139519384,7.501914289,6.29E-14,3.14E-12
83.9788449,1.248251323,0.470356832,2.65383904,0.007958178,0.024269055
671.3489992,1.081253598,0.171563516,6.302351604,2.93E-10,6.42E-09
109.1221282,-1.259226644,0.249877203,-5.039381849,4.67E-07,4.97E-06
8680.709177,1.161133012,0.165979126,6.995656844,2.64E-12,8.74E-11
456.3969548,-1.019171415,0.323335086,-3.152059455,0.001621233,0.006296752
1159.038402,1.098110194,0.141384516,7.766834895,8.05E-15,4.80E-13
5317.51247,1.431569859,0.180310075,7.939489003,2.03E-15,1.37E-13
57.05956976,1.732255875,0.468930309,3.694058247,0.000220703,0.001125778
1098.422066,1.021679944,0.116034915,8.804935552,1.31E-18,1.63E-16
655.4848992,1.197106549,0.184401544,6.491846652,8.48E-11,2.09E-09
449.6288186,1.26255145,0.217006959,5.818022861,5.95E-09,9.52E-08
868.3128393,1.072618858,0.187150939,5.731303636,9.97E-09,1.52E-07
1298.495825,1.304060026,0.181706578,7.176735364,7.14E-13,2.88E-11
116.7928493,-1.103927273,0.254077432,-4.344845837,1.39E-05,0.000102387
1150.116278,-1.262083221,0.178016719,-7.089689259,1.34E-12,4.96E-11
258.7280772,1.047070366,0.170955002,6.124830248,9.08E-10,1.78E-08
216.2847279,-1.255445543,0.293900441,-4.271669471,1.94E-05,0.000136754
29.60454289,2.566231574,1.094256373,2.345183119,0.019017737,0.049857088
1276.991684,-2.184234621,0.239126915,-9.134206497,6.59E-20,1.18E-17
221.769519,-1.904275792,0.351683538,-5.414742481,6.14E-08,7.92E-07
176.9279766,1.808431919,0.239149735,7.561923169,3.97E-14,2.02E-12
4155.874442,-1.542344875,0.503215011,-3.064981851,0.002176832,0.008098294
354.0869064,1.509240069,0.185243258,8.147341421,3.72E-16,2.94E-14
72.52831438,-1.087670426,0.410755836,-2.64797315,0.008097596,0.024644856
983.1269714,-1.049241338,0.218166967,-4.809350165,1.51E-06,1.42E-05
1135.95773,1.092785193,0.168685065,6.478256956,9.28E-11,2.28E-09
499.0133963,-1.104027929,0.159374318,-6.927263704,4.29E-12,1.35E-10
247.7155335,1.750951313,0.335720644,5.215500878,1.83E-07,2.15E-06
21.94652002,1.573412021,0.492229429,3.196501323,0.001391052,0.005508131
2441.549094,1.931311772,0.111819829,17.27163948,7.69E-67,2.34E-63
1347.799402,1.062387076,0.233095573,4.557731666,5.17E-06,4.23E-05
640.3168836,-1.100176685,0.184776311,-5.954100273,2.62E-09,4.55E-08
172.4093119,1.033418471,0.246258432,4.196479535,2.71E-05,0.000184466
1148.381231,1.743246032,0.203085753,8.583792859,9.18E-18,9.64E-16
154.315873,-1.30296355,0.269712661,-4.830932091,1.36E-06,1.28E-05
452.8361653,-1.495671547,0.247127494,-6.052226407,1.43E-09,2.67E-08
165.0573643,-1.010797143,0.263499864,-3.836044265,0.000125032,0.000690339
71.88153541,-1.383573734,0.41370411,-3.344355783,0.000824739,0.00349524
731.3234765,1.144090115,0.208858914,5.477813191,4.31E-08,5.74E-07
769.3475378,-1.997479419,0.708250771,-2.820299676,0.004797882,0.01590588
214.7622489,-1.056271085,0.269807047,-3.91491289,9.04E-05,0.000522543
235.3981653,1.390039593,0.233549396,5.951801269,2.65E-09,4.60E-08
1734.37373,-1.421580224,0.41911964,-3.391824409,0.000694289,0.003023949
647.3774706,1.549586304,0.148324416,10.44727728,1.51E-25,5.40E-23
281.1149538,-1.324378777,0.343584636,-3.854592543,0.000115923,0.0006459
9519.696469,1.007388488,0.190581605,5.285864236,1.25E-07,1.52E-06
1572.935795,1.055686569,0.217336791,4.857376258,1.19E-06,1.14E-05
967.8256962,-1.256998172,0.259197911,-4.84956908,1.24E-06,1.18E-05
859.5546468,-1.42135738,0.268003443,-5.303504185,1.14E-07,1.39E-06
458.6568977,-1.600654775,0.312647449,-5.11967962,3.06E-07,3.41E-06
174.1066963,2.838233918,0.310199501,9.149704985,5.71E-20,1.05E-17
592.3959238,-1.333002782,0.237767211,-5.606335621,2.07E-08,2.96E-07
830.0316971,1.156574999,0.175397479,6.594022946,4.28E-11,1.10E-09
128.1866283,-2.803579511,0.716950053,-3.910425139,9.21E-05,0.000531844
4289.116577,-1.058263828,0.274817231,-3.850791393,0.000117737,0.00065481
454.9922894,1.04411565,0.184277438,5.6659983,1.46E-08,2.18E-07
996.4119389,-1.288649018,0.172607253,-7.465787182,8.28E-14,4.07E-12
32.95751427,2.153075748,0.63594583,3.385627591,0.000710157,0.003076
540.0050486,1.240473181,0.147938217,8.385075937,5.07E-17,4.82E-15
370.4696931,2.18124935,0.225684835,9.665024014,4.25E-22,1.08E-19
85.14442161,-1.217975585,0.339889341,-3.583447424,0.000339089,0.001635037
45.59991032,-1.237761716,0.365341759,-3.387955761,0.000704156,0.003056941
1255.471448,-1.571459925,0.198799391,-7.904752216,2.68E-15,1.78E-13
208.8501739,-1.601435308,0.208590761,-7.677402882,1.62E-14,9.15E-13
63.43832926,-1.467812356,0.31151045,-4.711920124,2.45E-06,2.20E-05
1085.278132,-1.18088674,0.204459462,-5.775652185,7.67E-09,1.20E-07
2684.51496,-2.482886832,0.16512716,-15.03621108,4.25E-51,6.47E-48
261.4249943,-1.20188693,0.228202359,-5.266759436,1.39E-07,1.68E-06
689.186565,1.295899732,0.195466096,6.629792887,3.36E-11,8.94E-10
707.2016722,1.410312749,0.151558275,9.305415705,1.33E-20,2.71E-18
4119.242768,1.145612705,0.234618806,4.882868192,1.05E-06,1.02E-05
1307.993406,1.015400896,0.202424109,5.016205343,5.27E-07,5.52E-06
1640.106241,-1.249932215,0.161434109,-7.742677349,9.73E-15,5.76E-13
292.1767442,-1.109421818,0.203327098,-5.456340194,4.86E-08,6.46E-07
336.0263155,-1.186222437,0.223336717,-5.311363272,1.09E-07,1.34E-06
922.1073592,-1.092331018,0.179369672,-6.08983116,1.13E-09,2.17E-08
717.9631074,-1.369926221,0.181160989,-7.561927272,3.97E-14,2.02E-12
288.1786873,-1.223875774,0.223207134,-5.48313914,4.18E-08,5.61E-07
5701.083788,-3.051618012,0.201512895,-15.14353714,8.36E-52,1.70E-48
654.3181529,2.715913025,0.448224015,6.059276016,1.37E-09,2.57E-08
180.2065384,-1.372413268,0.373751016,-3.671998765,0.000240661,0.001220337
2711.07575,-1.800346251,0.141339131,-12.73777642,3.65E-37,2.78E-34
30.18081704,2.079471659,0.540344009,3.848421791,0.000118881,0.00065997
174.3231189,1.141202025,0.280985976,4.061419867,4.88E-05,0.000306758
227.5748861,1.013331856,0.201129702,5.038200947,4.70E-07,4.99E-06
1024.302283,1.114965876,0.138600691,8.044446765,8.66E-16,6.36E-14
712.1331817,2.34070216,0.212501231,11.01500517,3.24E-28,1.64E-25
822.1620073,-1.037027913,0.268288425,-3.865347198,0.000110931,0.000623221
2030.671299,1.764468214,0.163419481,10.79717184,3.55E-27,1.54E-24
340.3009687,2.41978968,0.309135663,7.827597947,4.97E-15,3.12E-13
123.7433467,1.941156411,0.298168242,6.510272184,7.50E-11,1.88E-09
742.1327163,-1.088674498,0.14127836,-7.705882887,1.30E-14,7.47E-13
231.2026406,1.11156601,0.383857582,2.895777134,0.003782209,0.012938696
1054.074096,-1.124165448,0.230985684,-4.866818701,1.13E-06,1.10E-05
503.2534267,1.44300327,0.204634385,7.05161683,1.77E-12,6.15E-11
1859.579467,1.366307001,0.167388229,8.162503471,3.28E-16,2.66E-14
514.5808963,1.661125778,0.185599487,8.950055849,3.55E-19,5.19E-17
13.51831214,1.88355101,0.696936767,2.702613924,0.00687966,0.021415149
33.03667166,-1.437340552,0.485046337,-2.963305656,0.003043542,0.01079509
273.3862363,-1.8735196,0.351193666,-5.334719218,9.57E-08,1.19E-06
653.6698734,-1.014409921,0.213478581,-4.751811237,2.02E-06,1.85E-05
773.028757,1.035209565,0.200417808,5.165257401,2.40E-07,2.73E-06
344.4140074,-1.057202214,0.263040002,-4.019168977,5.84E-05,0.000358909
424.9820076,1.16116962,0.159757113,7.268343802,3.64E-13,1.54E-11
245.0531944,1.411753796,0.227444657,6.207021147,5.40E-10,1.11E-08
269.3740167,-1.134222963,0.204942193,-5.534355551,3.12E-08,4.28E-07
598.2687603,1.067122998,0.199862446,5.339287197,9.33E-08,1.17E-06
3739.350422,1.165836906,0.20175124,5.77858607,7.53E-09,1.19E-07
956.5997475,-1.344787955,0.234104126,-5.744400912,9.22E-09,1.42E-07
1422.205676,1.000503998,0.142634181,7.014475712,2.31E-12,7.85E-11
684.4438436,1.068403307,0.213639033,5.000974276,5.70E-07,5.89E-06
102.5515861,-1.094658387,0.308905223,-3.543670692,0.000394598,0.001852815
1785.081002,1.055920562,0.12583822,8.391095801,4.82E-17,4.66E-15
1060.771528,-1.067550365,0.165041507,-6.468375044,9.91E-11,2.40E-09
588.4178785,1.13135557,0.126218654,8.963457732,3.15E-19,4.79E-17
93.87745604,-1.037135364,0.35357158,-2.93331088,0.003353679,0.011717674
426.2605512,1.110247754,0.165470995,6.709621546,1.95E-11,5.40E-10
380.451583,-3.554682042,0.333961726,-10.64398032,1.86E-26,7.08E-24
126.623782,-1.059704741,0.308331811,-3.436897209,0.000588419,0.002604267
3471.87206,-2.510794265,0.276024518,-9.096272627,9.35E-20,1.58E-17
466.4636906,-1.073173472,0.186176537,-5.764278836,8.20E-09,1.28E-07
16.9459779,-1.633719743,0.650977775,-2.509639816,0.012085436,0.034505535
1688.733571,-1.003682266,0.171627016,-5.84804355,4.97E-09,8.10E-08
18.30903297,-1.513632455,0.557222023,-2.716390223,0.006599808,0.020717953
1033.848877,1.000888694,0.26588118,3.764420989,0.000166935,0.000884801
5382.577548,1.135015982,0.155539581,7.297280708,2.94E-13,1.27E-11
43.13770506,2.394366792,0.557010931,4.298599287,1.72E-05,0.000122571
273.930382,1.431469676,0.200970477,7.12278589,1.06E-12,4.03E-11
368.7568828,-1.363700251,0.258960875,-5.266047423,1.39E-07,1.68E-06
382.9125971,-2.436465483,0.278559424,-8.746663259,2.20E-18,2.57E-16
177.0410019,-1.138620015,0.293667197,-3.877246167,0.000105645,0.000597938
257.6934406,1.102599946,0.217096779,5.07884065,3.80E-07,4.14E-06
478.3905461,-1.341336528,0.222833389,-6.019459351,1.75E-09,3.18E-08
346.9249781,-1.186681842,0.176606624,-6.719350694,1.83E-11,5.10E-10
188.3673096,-1.12775682,0.23939753,-4.71081226,2.47E-06,2.21E-05
877.4414066,-2.228912652,0.285358089,-7.810932082,5.68E-15,3.53E-13
168.1814982,-1.5176474,0.576030674,-2.63466421,0.008422055,0.025517571
337.6352504,-2.013741209,0.342211402,-5.884494787,3.99E-09,6.63E-08
552.6234429,-1.002115939,0.19810408,-5.058532561,4.22E-07,4.55E-06
895.2045169,-1.291093413,0.185236671,-6.969966609,3.17E-12,1.03E-10
1262.517121,1.36935141,0.160247188,8.545244545,1.28E-17,1.32E-15
4972.798716,-1.103263684,0.221052878,-4.990949207,6.01E-07,6.16E-06
90.98772518,-1.317688204,0.306525039,-4.298794674,1.72E-05,0.000122571
6366.924871,1.314715175,0.224612275,5.853265029,4.82E-09,7.87E-08
3180.181313,1.080060506,0.151339597,7.136668305,9.56E-13,3.69E-11
938.9931389,-4.914472597,0.566000079,-8.682812568,3.86E-18,4.35E-16
370.9201253,-6.221504921,1.008571586,-6.168629981,6.89E-10,1.38E-08
1258.676144,-1.778955025,0.196245046,-9.064967812,1.25E-19,2.00E-17
695.5111395,-1.66579423,0.189703947,-8.781020404,1.62E-18,1.93E-16
387.8331174,-1.957105851,0.488411739,-4.007081923,6.15E-05,0.0003755
1528.971112,-1.023253528,0.21029107,-4.865891481,1.14E-06,1.10E-05
710.8402876,1.301131527,0.177775456,7.318960423,2.50E-13,1.10E-11
576.6159204,-1.375203885,0.244389683,-5.627094681,1.83E-08,2.68E-07
16.10665215,-3.110925297,0.713948758,-4.357350948,1.32E-05,9.72E-05
4238.160183,1.055514592,0.170311755,6.197543989,5.74E-10,1.16E-08
481.008554,-1.410043827,0.199246672,-7.076875162,1.47E-12,5.31E-11
200.1802828,1.409948133,0.223913588,6.296840437,3.04E-10,6.63E-09
484.96087,1.171044852,0.175942231,6.655848586,2.82E-11,7.59E-10
182.5481542,-1.280373833,0.232175574,-5.514679314,3.49E-08,4.75E-07
